466;613
299;509
246;363
353;282
295;368
399;387
132;309
216;278
111;348
105;174
246;155
118;270
110;236
159;261
257;274
269;201
274;187
339;174
83;122
66;323
168;350
179;378
99;362
115;122
178;160
493;235
103;247
134;171
278;219
127;240
103;104
147;122
124;66
133;103
116;94
223;80
