"AS,20200229,2,2,0,0,0"
"CB,20200229,1,1,0,0,0"
"CE,20200229,0,0,0,0,0"
"CL,20200229,10,10,0,0,0"
"CM,20200229,15,3,0,0,12"
"CN,20200229,6,6,0,0,0"
"CT,20200229,27,19,0,0,8"
"EX,20200229,5,3,2,0,0"
"GA,20200229,1,1,0,0,0"
"IB,20200229,2,2,0,0,0"
"MC,20200229,3,2,1,0,0"
"MD,20200229,107,107,0,0,0"
"ML,20200229,0,0,0,0,0"
"NC,20200229,5,4,1,0,0"
"PV,20200229,24,24,0,0,0"
"RI,20200229,13,13,0,0,0"
"VC,20200229,17,14,3,0,0"
"AN,20200301,34,25,9,0,0"
"AR,20200301,8,8,0,0,0"
"AS,20200301,2,2,0,0,0"
"CB,20200301,1,1,0,0,0"
"CE,20200301,0,0,0,0,0"
"CL,20200301,33,29,4,0,0"
"CM,20200301,65,14,0,3,48"
"CN,20200301,7,7,0,0,0"
"CT,20200301,84,74,0,0,10"
"EX,20200301,5,3,2,0,0"
"GA,20200301,6,4,2,0,0"
"IB,20200301,4,4,0,0,0"
"MC,20200301,5,4,1,0,0"
"MD,20200301,320,320,0,0,0"
"ML,20200301,0,0,0,0,0"
"NC,20200301,13,8,5,0,0"
"PV,20200301,47,47,0,0,0"
"RI,20200301,22,22,0,0,0"
"VC,20200301,44,34,9,0,1"
"AN,20200302,33,31,2,0,0"
"AR,20200302,14,14,0,0,0"
"AS,20200302,3,3,0,0,0"
"CB,20200302,0,0,0,0,0"
"CE,20200302,0,0,0,0,0"
"CL,20200302,44,37,7,0,0"
"CM,20200302,62,18,0,5,39"
"CN,20200302,12,12,0,0,0"
"CT,20200302,81,60,0,1,20"
"EX,20200302,7,6,1,0,0"
"GA,20200302,19,19,0,0,0"
"IB,20200302,6,6,0,0,0"
"MC,20200302,8,6,2,0,0"
"MD,20200302,381,381,0,0,0"
"ML,20200302,0,0,0,0,0"
"NC,20200302,15,11,4,0,0"
"PV,20200302,56,54,0,0,2"
"RI,20200302,30,29,1,0,0"
"VC,20200302,46,36,9,0,1"
"AN,20200303,42,36,6,0,0"
"AR,20200303,7,7,0,0,0"
"AS,20200303,2,2,0,0,0"
"CB,20200303,0,0,0,0,0"
"CE,20200303,2,0,1,0,1"
"CL,20200303,29,27,2,0,0"
"CM,20200303,49,15,0,0,34"
"CN,20200303,8,8,0,0,0"
"CT,20200303,89,74,0,1,14"
"EX,20200303,9,4,5,0,0"
"GA,20200303,16,16,0,0,0"
"IB,20200303,7,7,0,0,0"
"MC,20200303,6,3,3,0,0"
"MD,20200303,394,394,0,0,0"
"ML,20200303,0,0,0,0,0"
"NC,20200303,18,14,4,0,0"
"PV,20200303,57,57,0,0,0"
"RI,20200303,28,27,1,0,0"
"VC,20200303,37,26,9,0,2"
"AN,20200304,34,31,3,0,0"
"AR,20200304,14,14,0,0,0"
"AS,20200304,2,2,0,0,0"
"CB,20200304,0,0,0,0,0"
"CE,20200304,0,0,0,0,0"
"CL,20200304,35,31,4,0,0"
"CM,20200304,62,17,1,2,42"
"CN,20200304,14,14,0,0,0"
"CT,20200304,148,127,0,2,19"
"EX,20200304,9,6,3,0,0"
"GA,20200304,14,13,0,0,1"
"IB,20200304,5,5,0,0,0"
"MC,20200304,11,5,6,0,0"
"MD,20200304,462,462,0,0,0"
"ML,20200304,0,0,0,0,0"
"NC,20200304,22,18,4,0,0"
"PV,20200304,68,68,0,0,0"
"RI,20200304,25,25,0,0,0"
"VC,20200304,37,33,4,0,0"
"AN,20200305,61,55,6,0,0"
"AR,20200305,10,10,0,0,0"
"AS,20200305,5,5,0,0,0"
"CB,20200305,0,0,0,0,0"
"CE,20200305,1,0,1,0,0"
"CL,20200305,55,46,9,0,0"
"CM,20200305,79,20,1,2,56"
"CN,20200305,16,15,0,0,1"
"CT,20200305,174,155,0,1,18"
"EX,20200305,6,5,1,0,0"
"GA,20200305,19,18,0,0,1"
"IB,20200305,12,12,0,0,0"
"MC,20200305,14,10,4,0,0"
"MD,20200305,648,648,0,0,0"
"ML,20200305,1,1,0,0,0"
"NC,20200305,28,19,9,0,0"
"PV,20200305,75,74,0,0,1"
"RI,20200305,27,27,0,0,0"
"VC,20200305,56,46,8,0,2"
"AN,20200306,73,66,7,0,0"
"AR,20200306,15,15,0,0,0"
"AS,20200306,12,12,0,0,0"
"CB,20200306,9,9,0,0,0"
"CE,20200306,0,0,0,0,0"
"CL,20200306,57,49,8,0,0"
"CM,20200306,105,27,0,0,78"
